DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMA,FECHA,DIA_SEMANA,RANGO_EDAD
CR 14 CL 63B,Conductor,herido,Choque,M,36,1,2018-02-11,Sunday,31-45
CR 14 CL 63B,Motociclista,herido,Choque,M,27,1,2018-02-11,Sunday,18-30
CR 14 CL 63B,Pasajero,herido,Choque,F,38,1,2018-02-11,Sunday,31-45
CL 46 CR 7B1 02,Peaton,herido,Atropello,F,6,1,2018-02-12,Monday,<18
CL 46 CR 7B1 02,Peaton,herido,Atropello,F,29,1,2018-02-12,Monday,18-30
CARRERA 13 CALLE 99B-63,Peaton,herido,Choque,M,2,1,2018-02-12,Monday,<18
CARRERA 13 CALLE 99B-63,Peaton,herido,Choque,M,23,1,2018-02-12,Monday,18-30
CARRERA 38 29-19,Motociclista,herido,Choque,M,31,1,2018-02-12,Monday,31-45
CALLE 17 CARRERA 8,Motociclista,herido,Atropello,M,23,1,2018-02-13,Tuesday,18-30
CARRERA 10 26-151,Peaton,herido,Atropello,M,11,1,2018-02-13,Tuesday,<18
CARRERA 25 45B-39,Conductor,herido,Atropello,M,44,1,2018-02-13,Tuesday,31-45
CARRERA 25 45B-39,Peaton,herido,Atropello,M,20,1,2018-02-13,Tuesday,18-30
CALLE 84B CARRERA 39,Conductor,herido,Choque,F,36,1,2018-02-13,Tuesday,31-45
CALLE 84B CARRERA 39,Pasajero,herido,Choque,F,22,1,2018-02-13,Tuesday,18-30
CALLE 72 65-45,Peaton,herido,Atropello,F,15,1,2018-02-14,Wednesday,<18
CALLE 30 CARRERA 11,AcompaÃ±ante,herido,Choque,F,36,1,2018-02-14,Wednesday,31-45
CALLE 37C CARRERA 1E,Motociclista,herido,Choque,M,36,1,2018-02-14,Wednesday,31-45
CALLE 64 CARRERA 66,Motociclista,herido,Choque,M,30,1,2018-02-14,Wednesday,18-30
CR 30 CL 34,Pasajero,herido,Choque,M,57,1,2018-02-14,Wednesday,46-60
CALLE 110 CARRERA 36B,Motociclista,herido,Choque,M,32,1,2018-02-15,Thursday,31-45
CALLE 45 CARRERA 1,AcompaÃ±ante,herido,Choque,M,43,1,2018-02-15,Thursday,31-45
CARRERA 16 CALLE 23,Conductor,herido,Choque,M,41,1,2018-02-15,Thursday,31-45
CARRERA 16 CALLE 23,Motociclista,herido,Choque,M,17,1,2018-02-15,Thursday,<18
CARRERA 16 CALLE 23,Pasajero,herido,Choque,F,26,1,2018-02-15,Thursday,18-30
CARRERA 37 CALLE 60,Motociclista,herido,Choque,M,55,1,2018-02-15,Thursday,46-60
CARRERA 43 CALLE 90,Motociclista,herido,Choque,M,21,1,2018-02-15,Thursday,18-30
CARRERA 44 CALLE 75,Motociclista,herido,Choque,M,20,1,2018-02-15,Thursday,18-30
CR 44 CL 100,Pasajero,herido,Choque,M,21,1,2018-02-15,Thursday,18-30
CL 56 CR 9,Motociclista,herido,Atropello,M,40,1,2018-02-16,Friday,31-45
CL 56 CR 9,Peaton,herido,Atropello,M,71,1,2018-02-16,Friday,60+
CR 40 37 37,Peaton,herido,Atropello,M,34,1,2018-02-16,Friday,31-45
DIAGONAL 138 CARRERA 9E,Pasajero,herido,Caida Ocupante,F,57,1,2018-02-16,Friday,46-60
CALLE 56 CARRERA 10,Ciclista,herido,Choque,M,53,1,2018-02-16,Friday,46-60
CIRCUNVALAR SAN PABLO,Motociclista,herido,Choque,M,47,1,2018-02-16,Friday,46-60
CR 46 CL 75,AcompaÃ±ante,herido,Choque,F,23,1,2018-02-16,Friday,18-30
CALLE 68 CARRERA 23C,Motociclista,herido,Otro,F,28,1,2018-02-16,Friday,18-30
AV CIRCUNVALAR CR 38,Motociclista,herido,Choque,M,33,1,2018-02-17,Saturday,31-45
CARRERA 31 CALLE 69B,Motociclista,herido,Choque,M,33,1,2018-02-17,Saturday,31-45
CL 84 CR 26B,AcompaÃ±ante,herido,Choque,M,13,1,2018-02-17,Saturday,<18
CALLE 47 CARRERA 1A,Motociclista,herido,Choque,M,21,1,2018-02-18,Sunday,18-30
CL 45 CR 50 Y 50B,Peaton,herido,Atropello,M,82,1,2018-02-19,Monday,60+
CALLE 110 6Q-522,AcompaÃ±ante,herido,Choque,M,55,1,2018-02-19,Monday,46-60
CALLE 19 CARRERA 3C,Conductor,herido,Choque,M,26,1,2018-02-19,Monday,18-30
CALLE 53D 24B-33,Motociclista,herido,Choque,M,51,1,2018-02-19,Monday,46-60
CALLE 96 CARRERA 2C,AcompaÃ±ante,herido,Choque,F,24,1,2018-02-19,Monday,18-30
CALLE 96 CARRERA 2C,Motociclista,herido,Choque,M,23,1,2018-02-19,Monday,18-30
CL 26 CR 10,Conductor,herido,Choque,M,49,1,2018-02-19,Monday,46-60
AVENIDA CIRCUNVALAR CARRERA 13,Peaton,herido,Atropello,M,14,1,2018-02-20,Tuesday,<18
CL 19 CR 6B,Motociclista,herido,Choque,M,23,1,2018-02-20,Tuesday,18-30
CL 47 CR 22,Ciclista,herido,Choque,M,62,1,2018-02-20,Tuesday,60+
CALLE 87 CARRERA 51B,Peaton,herido,Atropello,M,31,1,2018-02-21,Wednesday,31-45
CR 46 CL 38,Peaton,herido,Atropello,M,78,1,2018-02-21,Wednesday,60+
CALLE 30 2B-106,Pasajero,herido,Caida Ocupante,F,59,1,2018-02-21,Wednesday,46-60
CALLE 96 CARRERA 3A,Motociclista,herido,Choque,M,42,1,2018-02-21,Wednesday,31-45
CARRERA 96 70C-170,Motociclista,herido,Choque,M,24,1,2018-02-21,Wednesday,18-30
CALLE 30 CARRERA 33,Motociclista,herido,Choque,M,30,1,2018-02-22,Thursday,18-30
CALLE 110 CARRERA 9G,AcompaÃ±ante,herido,Choque,M,18,1,2018-02-23,Friday,18-30
CALLE 30 CARRERA 4B,Motociclista,herido,Choque,M,26,1,2018-02-23,Friday,18-30
CARRERA 2SUR CALLE 88,Conductor,herido,Choque,M,40,1,2018-02-23,Friday,31-45
CARRERA 2SUR CALLE 88,Peaton,herido,Choque,F,64,1,2018-02-23,Friday,60+
CARRERA 2SUR CALLE 88,Peaton,herido,Choque,M,34,1,2018-02-23,Friday,31-45
CARRERA 38 CALLE 44,AcompaÃ±ante,herido,Choque,M,20,1,2018-02-23,Friday,18-30
CARRERA 38 CALLE 44,Motociclista,muerto,Choque,M,32,1,2018-02-23,Friday,31-45
CARRERA 50 CALLE 86,AcompaÃ±ante,herido,Choque,M,35,1,2018-02-23,Friday,31-45
CARRERA 50 CALLE 86,Motociclista,herido,Choque,M,31,1,2018-02-23,Friday,31-45
CARRERA 6 CALLE 98A,Motociclista,herido,Choque,M,38,1,2018-02-23,Friday,31-45
CL 68 CR 42,Motociclista,herido,Choque,M,24,1,2018-02-23,Friday,18-30
TRANSV. 1D 54C-6,Pasajero,herido,Choque,M,33,1,2018-02-23,Friday,31-45
VIA 40 85 560,Motociclista,herido,Choque,M,33,1,2018-02-23,Friday,31-45
CARRERA 22 CALLE 115,Peaton,herido,Atropello,F,46,1,2018-02-24,Saturday,46-60
CARRERA 15SUR CALLE 74,AcompaÃ±ante,herido,Choque,F,26,1,2018-02-24,Saturday,18-30
CARRERA 27 CALLE 72,AcompaÃ±ante,herido,Choque,F,27,1,2018-02-24,Saturday,18-30
CARRERA 27 CALLE 72,Motociclista,herido,Choque,M,28,1,2018-02-24,Saturday,18-30
CARRERA 4B CALLE 27C,AcompaÃ±ante,herido,Choque,F,34,1,2018-02-24,Saturday,31-45
CARRERA 4B CALLE 27C,Motociclista,herido,Choque,M,30,1,2018-02-24,Saturday,18-30
CARRERA 59 CALLE 68,Pasajero,herido,Choque,F,56,1,2018-02-24,Saturday,46-60
CL 36B CR 7B,AcompaÃ±ante,herido,Choque,F,36,1,2018-02-24,Saturday,31-45
CL 63B CR 16,Motociclista,herido,Choque,M,42,1,2018-02-24,Saturday,31-45
CL 87 CR 14,Conductor,herido,Choque,M,50,1,2018-02-24,Saturday,46-60
CL 87 CR 14,Motociclista,herido,Choque,M,29,1,2018-02-24,Saturday,18-30
VIA 40 NÂ°78-21,Motociclista,herido,Choque,M,36,1,2018-02-24,Saturday,31-45
CALLE 83C CARRERA 28,Motociclista,herido,Choque,M,40,1,2018-02-25,Sunday,31-45
CARRERA 41 CALLE 43,Motociclista,herido,Choque,M,35,1,2018-02-25,Sunday,31-45
VIA 40 CL 82,Peaton,herido,Atropello,M,66,1,2018-02-26,Monday,60+
CALLE 17 CARRERA 13,AcompaÃ±ante,herido,Choque,M,40,1,2018-02-26,Monday,31-45
CALLE 17 CARRERA 13,Motociclista,herido,Choque,M,39,1,2018-02-26,Monday,31-45
CARRERA 17 CALLE 40B,Motociclista,herido,Choque,M,27,1,2018-02-26,Monday,18-30
CARRERA 43 CALLE 63,Motociclista,herido,Choque,M,26,1,2018-02-26,Monday,18-30
CARRERA 47 CALLE 66,AcompaÃ±ante,herido,Choque,F,25,1,2018-02-26,Monday,18-30
CARRERA 60 CALLE 70,AcompaÃ±ante,herido,Choque,M,17,1,2018-02-26,Monday,<18
CL 44 44 02,Peaton,herido,Atropello,M,32,1,2018-02-27,Tuesday,31-45
CALLE 30 15B-37,Conductor,herido,Choque,M,56,1,2018-02-27,Tuesday,46-60
CALLE 30 15B-37,Motociclista,herido,Choque,M,37,1,2018-02-27,Tuesday,31-45
CALLE 84 CARRERA 53,AcompaÃ±ante,herido,Choque,F,21,1,2018-02-27,Tuesday,18-30
CALLE 84 CARRERA 53,Motociclista,herido,Choque,M,36,1,2018-02-27,Tuesday,31-45
CL 110 6 361,Motociclista,herido,Choque,M,36,1,2018-02-27,Tuesday,31-45
CR 14 CL 56C,AcompaÃ±ante,herido,Choque,F,28,1,2018-02-27,Tuesday,18-30
CL 30 CR 29 86,Peaton,herido,Atropello,M,70,1,2018-02-28,Wednesday,60+
CARRERA 38 CALLE 38,Pasajero,herido,Caida Ocupante,M,83,1,2018-02-28,Wednesday,60+
CALLE 13 CARRERA 99B,Motociclista,herido,Choque,M,18,2,2018-02-28,Wednesday,18-30
CALLE 13 CARRERA 99B,Peaton,herido,Choque,F,21,1,2018-02-28,Wednesday,18-30
CALLE 13 CARRERA 99B,Peaton,herido,Choque,M,28,1,2018-02-28,Wednesday,18-30
CALLE 80 72-34,Motociclista,herido,Choque,M,39,1,2018-02-28,Wednesday,31-45
CL 110 13A 33,Motociclista,herido,Choque,M,23,1,2018-02-28,Wednesday,18-30
CL 110 13A 33,Pasajero,herido,Choque,F,21,1,2018-02-28,Wednesday,18-30
CL 54 CR 14,Motociclista,herido,Choque,M,21,1,2018-02-28,Wednesday,18-30
CL 64C CR 15,Motociclista,herido,Choque,M,24,1,2018-02-28,Wednesday,18-30
CARRERA 43 CALLE 61,Motociclista,herido,Choque,M,20,1,2018-03-01,Thursday,18-30
CARRERA 9G DIAGONAL AL 131-30,AcompaÃ±ante,herido,Choque,M,10,1,2018-03-01,Thursday,<18
CARRERA 9G DIAGONAL AL 131-30,AcompaÃ±ante,herido,Choque,M,14,1,2018-03-01,Thursday,<18
CARRERA 9G DIAGONAL AL 131-30,Motociclista,herido,Choque,M,21,1,2018-03-01,Thursday,18-30
CL 45 CR 1,Ciclista,herido,Choque,M,13,1,2018-03-01,Thursday,<18
CALLE 90 CARRERA 52-15,Peaton,herido,Atropello,M,65,1,2018-03-02,Friday,60+
CL 76 CR 6 ESQUINA,Pasajero,herido,Atropello,M,47,1,2018-03-02,Friday,46-60
AV. CIRCUNVALAR 15SUR-49,Motociclista,herido,Choque,M,36,1,2018-03-02,Friday,31-45
CALLE 35 CARRERA 36,Motociclista,herido,Choque,M,43,1,2018-03-02,Friday,31-45
CALLE 76 CARRERA 68,AcompaÃ±ante,herido,Choque,F,20,1,2018-03-02,Friday,18-30
CALLE 76 CARRERA 68,Motociclista,herido,Choque,M,21,1,2018-03-02,Friday,18-30
CR 59 91 100,AcompaÃ±ante,herido,Choque,F,42,1,2018-03-02,Friday,31-45
CR 59 91 100,Motociclista,herido,Choque,F,52,1,2018-03-02,Friday,46-60
CALLE 17 23-32,Motociclista,herido,Choque,M,48,1,2018-03-03,Saturday,46-60
CALLE 45D CARRERA 18,AcompaÃ±ante,herido,Choque,M,43,1,2018-03-03,Saturday,31-45
CALLE 45D CARRERA 18,Motociclista,herido,Choque,M,23,1,2018-03-03,Saturday,18-30
CALLE 45D CARRERA 18,Motociclista,herido,Choque,M,29,1,2018-03-03,Saturday,18-30
CALLE 64 CARRERA 31,Conductor,herido,Choque,F,52,1,2018-03-03,Saturday,46-60
CALLE 64 CARRERA 31,Motociclista,herido,Choque,F,32,1,2018-03-03,Saturday,31-45
CALLE 82 CARRERA 59B,Conductor,herido,Choque,F,29,1,2018-03-03,Saturday,18-30
CALLE 84B CARRERA 41F,Motociclista,herido,Choque,M,43,1,2018-03-03,Saturday,31-45
CARRERA 29 CALLE 63,Motociclista,herido,Choque,M,23,1,2018-03-03,Saturday,18-30
CARRERA 38 CALLE 84B,Motociclista,herido,Choque,M,20,1,2018-03-03,Saturday,18-30
CARRERA 8 CALLE 41,Motociclista,herido,Choque,M,22,1,2018-03-03,Saturday,18-30
CL 45 CR 21,Motociclista,herido,Choque,M,30,1,2018-03-03,Saturday,18-30
CL 69 CR 47,Pasajero,herido,Choque,M,14,1,2018-03-03,Saturday,<18
CL 84 CR 42F,Motociclista,herido,Choque,M,25,1,2018-03-03,Saturday,18-30
CR 7B 8 178,Motociclista,herido,Choque,M,28,1,2018-03-03,Saturday,18-30
VIA JUAN MINA KM 8,Motociclista,herido,Choque,M,28,1,2018-03-03,Saturday,18-30
CR 15 SUR CL 47B,Motociclista,herido,Atropello,M,28,1,2018-03-04,Sunday,18-30
CR 15 SUR CL 47B,Peaton,herido,Atropello,M,45,1,2018-03-04,Sunday,31-45
CALLE 68 CARRERA 34,Motociclista,herido,Choque,M,60,1,2018-03-04,Sunday,46-60
CARRERA 37 CALLE 47,Peaton,herido,Choque,M,31,1,2018-03-04,Sunday,31-45
CR 14 CL 56C,AcompaÃ±ante,herido,Choque,M,55,1,2018-03-04,Sunday,46-60
CR 14 CL 56C,Motociclista,herido,Choque,F,33,1,2018-03-04,Sunday,31-45
KILOMETRO 113 VIA CORDIALIDAD,Ciclista,muerto,Choque,M,44,1,2018-03-04,Sunday,31-45
CARRERA 46 CALLE 37,Peaton,herido,Atropello,M,57,1,2018-03-05,Monday,46-60
CR 27 ENTRE 30 Y 31,Peaton,herido,Atropello,F,39,1,2018-03-05,Monday,31-45
CARRERA 82 109-38,Pasajero,herido,Caida Ocupante,M,29,1,2018-03-05,Monday,18-30
CALLE 76 CARRERA 41D,Conductor,herido,Choque,M,21,1,2018-03-05,Monday,18-30
CARRERA 15SUR CALLE 46,Motociclista,herido,Choque,M,28,1,2018-03-05,Monday,18-30
CL 30 CR 33,Ciclista,herido,Choque,M,25,1,2018-03-05,Monday,18-30
AVENIDA CIRCUNVALAR CARRERA 15SUR NÂ°69-18,AcompaÃ±ante,herido,Choque,F,38,1,2018-03-06,Tuesday,31-45
AVENIDA CIRCUNVALAR CARRERA 15SUR NÂ°69-18,Conductor,herido,Choque,M,35,1,2018-03-06,Tuesday,31-45
CALLE 96 CARRERA 3C,AcompaÃ±ante,herido,Choque,F,13,2,2018-03-06,Tuesday,<18
CALLE 96 CARRERA 3C,Motociclista,herido,Choque,M,29,1,2018-03-06,Tuesday,18-30
CALLE 96 CARRERA 3C,Motociclista,herido,Choque,M,49,1,2018-03-06,Tuesday,46-60
CARRERA 4 CALLE 45D,Pasajero,herido,Choque,M,61,1,2018-03-06,Tuesday,60+
CL 110 FRENTE 26 31,AcompaÃ±ante,herido,Choque,M,25,1,2018-03-06,Tuesday,18-30
CL 110 FRENTE 26 31,Motociclista,herido,Choque,M,24,1,2018-03-06,Tuesday,18-30
CL 45 CR 38,Conductor,herido,Choque,M,26,1,2018-03-06,Tuesday,18-30
CL 45 CR 38,Pasajero,herido,Choque,F,41,1,2018-03-06,Tuesday,31-45
CL 45 CR 38,Pasajero,herido,Choque,M,18,1,2018-03-06,Tuesday,18-30
CL 45 CR 38,Pasajero,herido,Choque,M,22,1,2018-03-06,Tuesday,18-30
CL 45 CR 38,Pasajero,herido,Choque,M,62,1,2018-03-06,Tuesday,60+
CL 65 CR 42,Motociclista,herido,Choque,M,33,1,2018-03-06,Tuesday,31-45
CR 44 CL 9,Motociclista,herido,Choque,M,31,1,2018-03-06,Tuesday,31-45
CALLE 31 CARRERA 40,Peaton,muerto,Atropello,F,18,1,2018-03-07,Wednesday,18-30
CALLE 110 CARRERA 5,Conductor,herido,Choque,M,30,1,2018-03-07,Wednesday,18-30
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,20,1,2018-03-07,Wednesday,18-30
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,21,1,2018-03-07,Wednesday,18-30
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,32,1,2018-03-07,Wednesday,31-45
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,36,1,2018-03-07,Wednesday,31-45
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,39,1,2018-03-07,Wednesday,31-45
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,47,1,2018-03-07,Wednesday,46-60
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,57,1,2018-03-07,Wednesday,46-60
CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,61,1,2018-03-07,Wednesday,60+
CALLE 110 CARRERA 5,Pasajero,herido,Choque,M,21,1,2018-03-07,Wednesday,18-30
CALLE 110 CARRERA 5,Pasajero,herido,Choque,M,66,1,2018-03-07,Wednesday,60+
CL 24 CR 12,Motociclista,herido,Choque,M,43,1,2018-03-07,Wednesday,31-45
CL 24 CR 12,Pasajero,herido,Choque,M,37,1,2018-03-07,Wednesday,31-45
CR 49D CL 102,Pasajero,herido,Choque,F,45,1,2018-03-07,Wednesday,31-45
CL 56 6 42,Motociclista,herido,Choque,M,38,1,2018-03-08,Thursday,31-45
CL 60 CR 41,Motociclista,herido,Choque,M,42,1,2018-03-08,Thursday,31-45
CR 42 CL 76,Ciclista,herido,Choque,M,31,1,2018-03-08,Thursday,31-45
VIA 40 CALLE 85,Motociclista,herido,Choque,M,28,1,2018-03-08,Thursday,18-30
CALLE 110 CARRERA 13,Motociclista,herido,Atropello,M,23,1,2018-03-09,Friday,18-30
CALLE 110 CARRERA 13,Pasajero,herido,Atropello,F,63,1,2018-03-09,Friday,60+
CALLE 84 84-177,Motociclista,herido,Choque,M,32,1,2018-03-09,Friday,31-45
CALLE 84 84-177,Motociclista,herido,Choque,M,50,1,2018-03-09,Friday,46-60
CALLE 84 84-177,Pasajero,herido,Choque,F,58,1,2018-03-09,Friday,46-60
CARRERA 14 CALLE 45C,AcompaÃ±ante,herido,Choque,F,20,1,2018-03-09,Friday,18-30
CARRERA 14 CALLE 45C,Motociclista,herido,Choque,M,23,1,2018-03-09,Friday,18-30
CARRERA 38 CALLE 80B,Motociclista,herido,Choque,M,22,1,2018-03-09,Friday,18-30
CARRERA 46 CALLE 84,Pasajero,herido,Choque,F,32,1,2018-03-09,Friday,31-45
CL 39 CR 29,Motociclista,herido,Choque,M,33,1,2018-03-09,Friday,31-45
CR 15 SUR 90 204,Motociclista,herido,Choque,M,27,1,2018-03-09,Friday,18-30
CR 27 CL 82B,AcompaÃ±ante,herido,Choque,F,31,1,2018-03-09,Friday,31-45
CR 27 CL 82B,Motociclista,herido,Choque,M,32,1,2018-03-09,Friday,31-45
CRA 53 CALLE 99,Motociclista,herido,Choque,M,29,1,2018-03-09,Friday,18-30
CR 15 SUR CL 68,Peaton,herido,Atropello,M,35,1,2018-03-10,Saturday,31-45
CALLE 53D 21A-80,Ciclista,herido,Choque,M,16,1,2018-03-10,Saturday,<18
CALLE 98 CARRERA 59,Peaton,herido,Atropello,F,27,1,2018-03-11,Sunday,18-30
CARRERA 44 50-106,Peaton,herido,Atropello,M,56,1,2018-03-11,Sunday,46-60
CALLE 45 CARRERA 33,Pasajero,herido,Choque,F,22,1,2018-03-11,Sunday,18-30
CALLE 45 CARRERA 33,Pasajero,herido,Choque,F,58,1,2018-03-11,Sunday,46-60
CARRERA 45 CALLE 34,AcompaÃ±ante,herido,Choque,F,20,1,2018-03-11,Sunday,18-30
CL 17 CR 22,Pasajero,herido,Choque,M,22,1,2018-03-11,Sunday,18-30
CARRERA 50 CALLE 106,Motociclista,herido,Choque,M,39,1,2018-03-12,Monday,31-45
CL 30 CR 4,AcompaÃ±ante,herido,Choque,M,26,1,2018-03-12,Monday,18-30
CL 82 49C 49,Motociclista,herido,Choque,F,36,1,2018-03-12,Monday,31-45
CR 4B CL 49E,AcompaÃ±ante,herido,Choque,M,26,1,2018-03-12,Monday,18-30
CR 4B CL 49E,Motociclista,herido,Choque,M,28,1,2018-03-12,Monday,18-30
CR 58 CL 68,Ciclista,herido,Choque,M,39,1,2018-03-12,Monday,31-45
CL 86 CR 71,Pasajero,herido,Choque,M,39,1,2018-03-13,Tuesday,31-45
AVENIDA CIRCUNVALAR ENTRADA A ARGOS,Motociclista,herido,Choque,M,46,1,2018-03-14,Wednesday,46-60
VIA 40 CALLE 85,AcompaÃ±ante,herido,Choque,F,19,1,2018-03-14,Wednesday,18-30
VIA 40 CALLE 85,Motociclista,herido,Choque,F,18,1,2018-03-14,Wednesday,18-30
CALLE 110 6-361,Motociclista,herido,Choque,M,39,1,2018-03-15,Thursday,31-45
CL 45 CR 2E,Motociclista,herido,Choque,M,31,1,2018-03-15,Thursday,31-45
CL 53D CR 26,Motociclista,herido,Choque,M,38,1,2018-03-15,Thursday,31-45
CR 47 CL 64,Motociclista,herido,Choque,M,18,1,2018-03-15,Thursday,18-30
VIA 40 CL 77B Y 79,Conductor,herido,Choque,M,22,1,2018-03-15,Thursday,18-30
CALLE 38 CARRERA 40-08,Pasajero,herido,Caida Ocupante,F,77,1,2018-03-16,Friday,60+
CR 14 CL 35B,AcompaÃ±ante,herido,Choque,M,28,1,2018-03-16,Friday,18-30
CR 14 CL 35B,Motociclista,herido,Choque,M,47,1,2018-03-16,Friday,46-60
VIA 40 CON 67,AcompaÃ±ante,herido,Choque,M,22,1,2018-03-16,Friday,18-30
VIA 40 CON 67,Conductor,herido,Choque,M,28,1,2018-03-16,Friday,18-30
CALLE 45 CARRERA 11SUR,Pasajero,herido,Atropello,M,31,1,2018-03-17,Saturday,31-45
CR 8C CL 45,Peaton,herido,Atropello,M,63,1,2018-03-17,Saturday,60+
CALLE 110 CARRERA 12,Conductor,herido,Choque,M,28,1,2018-03-17,Saturday,18-30
CALLE 110 CARRERA 12,Pasajero,herido,Choque,F,20,1,2018-03-17,Saturday,18-30
CALLE 110 CARRERA 20,AcompaÃ±ante,herido,Choque,F,30,1,2018-03-17,Saturday,18-30
CARRERA 38 76-41,Motociclista,herido,Choque,M,38,1,2018-03-17,Saturday,31-45
CARRERA 44 CALLE 47,Pasajero,herido,Choque,F,67,1,2018-03-17,Saturday,60+
CARRERA 44 CALLE 47,Pasajero,herido,Choque,M,29,1,2018-03-17,Saturday,18-30
CARRERA 44 CALLE 47,Pasajero,herido,Choque,M,70,1,2018-03-17,Saturday,60+
CL 110 CR 9G,Motociclista,herido,Choque,M,20,1,2018-03-17,Saturday,18-30
CL 110 CR 9G,Motociclista,herido,Choque,M,38,1,2018-03-17,Saturday,31-45
CR 38 CL 76,Motociclista,herido,Choque,M,38,1,2018-03-17,Saturday,31-45
CR 4 CL 45,AcompaÃ±ante,herido,Choque,M,25,1,2018-03-17,Saturday,18-30
CR 4 CL 45,Motociclista,herido,Choque,M,25,1,2018-03-17,Saturday,18-30
CL 38 CR 30,AcompaÃ±ante,herido,Volcamiento,M,18,1,2018-03-17,Saturday,18-30
CALLE 30 ENTRE CARRERA 41 Y 43,Pasajero,herido,Choque,F,51,1,2018-03-18,Sunday,46-60
CL 30 CR 15,Pasajero,herido,Choque,F,40,1,2018-03-18,Sunday,31-45
AVENIDA CIRCUNVALAR CALLE 49,Conductor,herido,Choque,M,31,1,2018-03-19,Monday,31-45
CL 36B CR 10,AcompaÃ±ante,herido,Choque,M,22,1,2018-03-19,Monday,18-30
CL 36B CR 10,Motociclista,herido,Choque,M,28,1,2018-03-19,Monday,18-30
CR 54 CL 54,Motociclista,herido,Choque,F,32,1,2018-03-19,Monday,31-45
CL 30 CR 24  Y 25,Motociclista,herido,Choque,M,20,1,2018-03-20,Tuesday,18-30
CL 45 CR 1,Motociclista,herido,Choque,M,25,1,2018-03-20,Tuesday,18-30
CL 56 CR 32,AcompaÃ±ante,herido,Choque,M,35,1,2018-03-20,Tuesday,31-45
CL 56 CR 32,Conductor,herido,Choque,M,40,1,2018-03-20,Tuesday,31-45
CL 75 CR 57,AcompaÃ±ante,herido,Choque,F,52,1,2018-03-20,Tuesday,46-60
CL 75 CR 57,Conductor,herido,Choque,M,63,1,2018-03-20,Tuesday,60+
CL 75 CR 57,Pasajero,herido,Choque,M,55,1,2018-03-20,Tuesday,46-60
CR 46 95 71,Motociclista,herido,Choque,M,19,1,2018-03-20,Tuesday,18-30
CALLE 110 CARRERA 46,Motociclista,herido,Choque,M,37,1,2018-03-21,Wednesday,31-45
CALLE 110 CARRERA 6,Ciclista,herido,Choque,M,48,1,2018-03-21,Wednesday,46-60
CARRERA 23 CALLE 38,AcompaÃ±ante,herido,Choque,F,22,1,2018-03-21,Wednesday,18-30
CARRERA 23 CALLE 38,Motociclista,herido,Choque,M,26,1,2018-03-21,Wednesday,18-30
CARRERA 27 CALLE 35,Motociclista,herido,Choque,M,38,1,2018-03-21,Wednesday,31-45
CL 28 CR 15,Pasajero,herido,Choque,M,47,1,2018-03-21,Wednesday,46-60
CL 45B CR 19,Motociclista,herido,Choque,M,38,1,2018-03-21,Wednesday,31-45
CL 45B CR 19,Pasajero,herido,Choque,M,32,1,2018-03-21,Wednesday,31-45
CL 63 CR 23,Motociclista,herido,Choque,M,24,1,2018-03-21,Wednesday,18-30
CL 78 21 53,Conductor,herido,Choque,M,50,1,2018-03-21,Wednesday,46-60
CR 32 CL 69B,Motociclista,herido,Choque,M,57,1,2018-03-21,Wednesday,46-60
CR 53 79 128,Motociclista,herido,Choque,F,29,1,2018-03-21,Wednesday,18-30
AV CIRCUNVALAR CR 40A1,Peaton,muerto,Atropello,M,39,1,2018-03-22,Thursday,31-45
AV CIRCUNVALAR CR 40A1,Peaton,muerto,Atropello,M,70,1,2018-03-22,Thursday,60+
CL 110 CR 14,Peaton,muerto,Atropello,M,40,1,2018-03-22,Thursday,31-45
CALLE 68 CARRERA 47,AcompaÃ±ante,herido,Choque,F,32,1,2018-03-22,Thursday,31-45
CALLE 75 CARRERA 59,Conductor,herido,Choque,F,22,1,2018-03-22,Thursday,18-30
CARRERA 43 CALLE 50,AcompaÃ±ante,herido,Choque,F,25,1,2018-03-22,Thursday,18-30
CARRERA 43 CALLE 50,Conductor,herido,Choque,M,29,1,2018-03-22,Thursday,18-30
CARRERA 43 CALLE 50,Conductor,herido,Choque,M,38,1,2018-03-22,Thursday,31-45
CARRERA 43 CALLE 50,Motociclista,herido,Choque,M,26,1,2018-03-22,Thursday,18-30
CR 23 CL 37,Ciclista,herido,Choque,M,20,1,2018-03-22,Thursday,18-30
CARRERA 1F CALLE 72,Peaton,herido,Atropello,F,18,1,2018-03-23,Friday,18-30
CARRERA 59B CALLE 77B,Peaton,herido,Atropello,M,36,1,2018-03-23,Friday,31-45
CALLE 45 CARRERA 1E,Pasajero,herido,Caida Ocupante,F,68,1,2018-03-23,Friday,60+
CALLE 47 14-51,Motociclista,herido,Choque,M,37,1,2018-03-23,Friday,31-45
